n1,n2,N1,N2,N3,N4,N5,N6,K1,K2,K3,K4,K5,K6,k1,k2,m3,m4,m5,m6,Class
0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,class_31
0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,class_31
0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,class_31
0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,class_31
0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,class_33
0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,class_32
0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,class_32
0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,class_32
0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,class_32
0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,class_33
0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,class_29
0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,class_29
0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,class_29
0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,class_29
0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,class_29
0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,class_29
0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,class_29
0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,class_29
0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,class_28
0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,class_28
0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,class_28
0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,class_28
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,class_26
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,class_27
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,class_27
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,class_27
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,class_27
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,class_26
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_26
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,class_27
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,class_27
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,class_27
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,class_27
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,class_26
0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,class_28
0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,class_28
0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,class_28
0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,class_28
0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,class_29
0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,class_29
0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,class_29
0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,class_29
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,class_29
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,class_29
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,class_29
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,class_29
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,class_33
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,class_32
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,class_32
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,class_32
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,class_32
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,class_33
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,class_31
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,class_31
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,class_31
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,class_31
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,class_30
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,class_31
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,class_31
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,class_31
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,class_31
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,class_30
0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,class_32
0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,class_32
0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,class_32
0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,class_32
0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,class_29
0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,class_29
0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,class_29
0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,class_29
0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,class_29
0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,class_29
0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,class_29
0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,class_29
0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,class_34
0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,class_28
0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,class_28
0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,class_28
0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,class_28
0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,class_34
0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,class_27
0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,class_27
0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,class_27
0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,class_27
0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,class_27
0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,class_27
0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,class_27
0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,class_27
0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,class_34
0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,class_28
0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,class_28
0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,class_28
0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,class_28
0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,class_34
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,class_29
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,class_29
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,class_29
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,class_29
0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,class_29
0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,class_29
0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,class_29
0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,class_29
0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,class_31
0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,class_31
0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,class_31
0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,class_31
0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,class_33
0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,class_32
0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,class_32
0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,class_32
0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,class_32
0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,class_33
0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,class_32
0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,class_32
0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,class_32
0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,class_32
0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,class_30
0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,class_31
0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,class_31
0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,class_31
0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,class_31
0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,class_30
0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,class_29
0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,class_29
0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,class_29
0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,class_29
0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,class_29
0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,class_29
0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,class_29
0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,class_29
0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,class_28
0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,class_28
0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,class_28
0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,class_28
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,class_26
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,class_27
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,class_27
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,class_27
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,class_27
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,class_26
0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,class_22
0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,class_22
0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,class_25
0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,class_25
0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,class_22
0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,class_22
0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,class_22
0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,class_22
0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,class_22
0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,class_22
0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,class_24
0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,class_24
0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,class_24
0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,class_24
0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,class_24
0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,class_24
0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,class_24
0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,class_24
0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,class_24
0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,class_24
0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,class_23
0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,class_23
0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,class_24
0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,class_24
0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,class_24
0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,class_24
0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,class_24
0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,class_24
0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,class_24
0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,class_24
0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,class_24
0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,class_24
0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,class_24
0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,class_24
0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,class_24
0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,class_24
0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,class_24
0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,class_24
0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,class_23
0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,class_23
0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,class_24
0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,class_24
0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,class_24
0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,class_24
0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,class_24
0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,class_24
0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,class_22
0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,class_22
0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,class_22
0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,class_22
0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,class_22
0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,class_22
0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,class_22
0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,class_22
0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,class_22
0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,class_22
0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,class_22
0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,class_22
0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,class_22
0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,class_22
0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,class_25
0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,class_25
0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,class_22
0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,class_22
0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,class_24
0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,class_24
0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,class_24
0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,class_24
0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,class_24
0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,class_24
0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,class_24
0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,class_24
0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,class_24
0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,class_24
0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,class_24
0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,class_24
0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,class_24
0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,class_24
0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,class_23
0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,class_23
0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,class_24
0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,class_24
0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,class_24
0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,class_24
0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,class_24
0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,class_24
0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,class_24
0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,class_24
0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,class_24
0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,class_24
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,class_24
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,class_24
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,class_24
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,class_24
0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,class_24
0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,class_24
0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,class_23
0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,class_23
0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,class_24
0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,class_24
0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,class_22
0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,class_22
0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,class_22
0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,class_22
0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,class_22
0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,class_22
0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,class_22
0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,class_22
0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,class_25
0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,class_22
0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,class_22
0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,class_22
0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,class_22
0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,class_25
0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,class_25
0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,class_25
0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,class_24
0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,class_24
0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,class_24
0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,class_24
0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,class_23
0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,class_24
0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,class_24
0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,class_24
0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,class_24
0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,class_23
0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,class_23
0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,class_23
0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,class_24
0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,class_24
0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,class_24
0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,class_24
0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,class_23
0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,class_24
0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,class_24
0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,class_24
0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,class_24
0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,class_23
0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,class_23
0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,class_23
0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,class_22
0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,class_22
0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,class_22
0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,class_22
0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,class_25
0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,class_25
0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,class_25
0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,class_22
0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,class_22
0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,class_22
0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,class_22
0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,class_25
0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,class_24
0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,class_24
0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,class_24
0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,class_24
0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,class_23
0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,class_23
0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,class_23
0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,class_24
0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,class_24
0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,class_24
0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,class_24
0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,class_23
0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,class_24
0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,class_24
0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,class_24
0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,class_24
0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,class_23
0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,class_23
0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,class_23
0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,class_24
0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,class_24
0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,class_24
0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,class_24
0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,class_23
